accountIdentifier,principal,numberOfOwnedNFTs,ownedNFTs,ownedNFTsVisible,minted,numberOfMintedNFTs,mintedNFTs,mintedNFTsVisible,mintValueICP,sold,numberOfSoldNFTs,soldNFTs,soldNFTsVisible,sellValueICP,bought,numberOfBoughtNFTs,boughtNFTs,boughtNFTsVisible,buyValueICP,listings,numberOfListedNFTs,listedNFTs,listedNFTsVisible,minListingPriceICP,collectionName,collectionCanisterId
0185bff77e4a679f6559b469ab27e1f53fff4712d6477b5ec1be77a8f655f282,deyn2-2vbht-ctamp-sgirg-f42wt-iiwne-i5xi6-hqe33-ytzxi-fabcs-rae,1,83,84,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
90df9cf1697818b7d08c5e68741065cd977b8ab691ebf4d3efd1ed24ca79265c,e2bbe-raaos-3m3s5-svf45-vguan-k6qiu-bn2uh-4o6og-fk72k-jjo4r-rae,1,46,47,false,0,,,0,false,0,,,0,false,0,,,0,true,1,46,47,30,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
ddd00b429e89c00743ed519c194da04a9fb352810f2d96527d34ef7f076b425e,hmke6-ow4nh-d6vcl-zdrfa-3id2h-xa32g-cfsn7-i3hm5-o7kci-avsmm-gqe,1,11,12,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
495f5ce737bc3824b1a4bf13076262102b2a1f99fc70379e15c5e14e4903f3fc,spvxv-rzdcv-tmcfi-g6gvk-be2dk-o2zue-belzi-2sttw-evacn-jex36-fqe,1,70,71,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
0fc551357987a9380b6680e6a7675c2831b00c950ea6b7d3f9374ae5e94023fc,aprrw-j57e7-deysw-dmvfy-gh4ct-onv7f-3meei-xgm6u-jakm5-ej434-lqe,1,43,44,false,0,,,0,false,0,,,0,false,0,,,0,true,1,43,44,30,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
2e9de1a32abc43e3fc43a687bfd21d8104f498c0ed7cb2f6d66ab68e9afecd6d,ry65e-53qtk-lg42a-xncff-evehp-ospwn-bfgyk-tiwgp-al65g-rjzq3-fae,1,328,329,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
57914858ae8f0c600980ccc0c8dd228fadcdd5c13f6c14306c9eab2116f0d241,pcwi3-fknfl-2o55z-42g3z-rfqba-iylr6-uydh6-x2auc-cz6mx-ibggk-lae,1,297,298,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
faab091f92298e5903c0e01318294eb2f6b2e7e7a0213ff413e01b7791c82e5e,4t6fk-sdlw3-5lavw-2d5wa-rp6d7-txoqo-n7yfd-nugkz-tkbdd-ithiv-hqe,1,298,299,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
62403be4a9227638f55745891fea6c4aae851d0a46836fd799584c7ae0db5f03,e75gh-feqim-x6rfb-gdnrg-uw6xy-qfepr-aghwk-d4mnv-ydcjo-ktqlc-qae,1,141,142,false,0,,,0,false,0,,,0,false,0,,,0,true,1,141,142,40,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
6f42224c2419d148b04e02964e55048757e78d21d3357f1ac8cb76f62e2502b1,74pqy-7kd5i-ot5zc-asvya-3add7-tbln2-duen4-fyzdz-c2g63-r4ckb-gqe,1,130,131,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
401ffd548f234403afec4b3772a50687a4a0ff1aa3e5786a398a19b601b57577,2s6rb-y2idv-r4mal-tjthh-adoam-xy4vo-t3bfy-mm74e-y6hl5-yhbwd-kae,1,218,219,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
ceb41b75c92e65870c669c389740b4bfb9ba021d4abc38c32ac2f39ffcf09b71,wh6ch-xnixb-x2seb-sgfo4-fep5c-oeckd-e5c7s-img5s-hv2gv-3icdr-5qe,1,413,414,false,0,,,0,false,0,,,0,true,1,413,414,88,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
34906d7dcad4c799ef97f8e39a4e9f314b724fa16aeed36972198721824d22ee,qbfdc-z37ln-iqtft-ozeuk-felv5-fysrf-viwnh-hgnva-u4gzc-ry2yg-aae,1,177,178,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
4db213a4c511a635235da06a60bd13d20ca1206dfe5ba7ee1c147cff0acae43a,ttjm3-63aiw-ddwya-p7gac-ozp7y-3ebcb-ggbqj-7q3nu-nsq5z-4qvsr-5ae,1,360,361,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
3a2e338f062aa4f811649ef5e58de82ba7b19a71a86794c951e1750061d075ea,2o73v-z6uwz-cwi7x-mq4er-z4zpy-matmv-v4vmb-eirm2-s2anv-v6vup-cqe,1,0,1,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
06548a6def7adfc895d47574067c0c6ae06d58624d8fd504ae066070968a8fe7,ifkdw-4q6fk-ysru5-qjqq5-s7muy-p4sn2-uq2tk-fm4ne-6obe2-ia6ql-oae,1,125,126,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
42506163c317331b52429d961ae3e8b0851d6262b1e069c88740b0a7cca66ec3,miyut-tasxf-l2auo-cjmux-apiri-hdor3-es6yd-5hai5-gf3dj-aaamh-oae,1,60,61,false,0,,,0,false,0,,,0,false,0,,,0,true,1,60,61,32,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
01ad0dc9d7611389658cac19a06193e01bcb1c76d8fc966d6347f864b82a0ad5,krrnd-gumng-xfzvp-afyjt-223pp-tqfso-5dz3x-5muao-zrf5u-llawt-gqe,1,199,200,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
91c0bd8a8e5239be87b99ffe7e69340692b91ead413e05827c916ccc3778e10c,y2lxf-534hl-yvmog-snruq-upjio-4qc7f-axcvw-t6425-skvsz-cclki-2qe,1,169,170,false,0,,,0,false,0,,,0,true,1,169,170,20,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
a659ee1859a2399468413c3d2725a26276569fd8a9ad1a984c6990c014bfd5ba,,1,243,244,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
6e4c2073ffa7d3555eb794376f03056f5a14ce347c211d5592b2285c5066b334,mmdh7-daxb2-7hje6-cnhtq-icpze-6ghzf-cf3p3-a246c-gv36l-c42u3-eae,1,173,174,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
24d40a7e6ee1e84e3680df3e8f7e938fae3d24c71eb95e231fe91a604aeba475,ec7az-gyza5-sugob-p4zvu-hplnp-exxko-wafxl-zki7p-6gw3p-4c7ir-pqe,1,57,58,false,0,,,0,false,0,,,0,false,0,,,0,true,1,57,58,27,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
3ac8e414983618ff654eae9b4ab00dc964d84621ecee149af28e89956edee30f,,1,36,37,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
443c1e72487144e30505eb50f1134ea209bb57cb038f26bee139cf746ed90868,kggp4-6qcso-kh2xs-73szb-yfxw3-4xo6w-hlf33-6r36t-qwqjv-yl7af-kae,1,89,90,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
207fcf9946955e89dab32e92314c351f151f7822d0ae886df1b9727dabe31a1f,mloq7-ji5yu-qbnct-5po7y-jtri7-ulbq2-5g2n7-ufhxo-6efrk-wjbj4-iae,1,138,139,false,0,,,0,false,0,,,0,true,1,138,139,18.89999999,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
4b314e1341fa94effd6ecc5ca77b56aa281c54552b36c331c86e9b034fb5848a,472n3-ft6fk-ls73h-aia52-znfbm-bthrw-o7w3k-nzffl-oa5bi-kpxww-6qe,1,367,368,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
89059bce14e957ceb42e613c9623c53fadc9983bba44cc665d0806d11d0c6122,xcowj-voqsp-3apy4-sdbx3-lmbgp-v63td-hufz2-glyl3-duatf-qkb6c-uqe,1,134,135,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
d80bd36baca1a0166e812c0f669ffaa222a7c6b6f2a8e3f5c690bafe251aaf4b,tt7qn-bvglm-j3yqn-thmgf-aibtl-u5ipp-rlpyj-e6i2t-fjckz-vecuw-5ae,1,347,348,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
d783c5685b92134eb2b8e435429e12994770429b3c9003b8455ff754f312a7bc,jy4k7-7u5az-3bhwu-umco3-epqvf-7otnr-vjfk4-ir5i3-ovpz2-62aah-3ae,1,271,272,false,0,,,0,false,0,,,0,true,1,271,272,54.5,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
fe22b19a59703d8cc50477a0c39cd334ca0f27b20333be04c26c17edbf8a99be,upkwe-6hj6z-hu4c5-e3cp4-dnnkl-srxam-3es7b-ldb6y-opvqn-4bkae-tqe,1,143,144,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
3f00a1caed00cd13290ce00af07409782e1e271b9f4db25f690fa9227038b38e,hxur3-6gowe-heuak-6jtjg-j7cm2-7pt3n-wdmsc-nlolq-abrmf-hhxho-uqe,1,354,355,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
3b6bef7e562df18c922449f712605d23c2119a62e6132fc7cc2d1bfa44d26ace,biaqk-l25d3-npuvo-5s246-o6doe-f7ewe-lut52-37ai3-5vq26-ze3td-iqe,1,410,411,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
a4dee161df2295c48450ff4d2baa94876936ee45effab637c98f5e9f2ed1dfd0,5l32g-g26rf-2d37g-ljvuv-gavdh-peywa-bb3qh-lmgn3-26qtv-cevcb-gae,1,320,321,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
efa2b6b8dd8c1ff6d3cab68d575db5775aeba93c1b7874f78b57e0a86cf62b0a,lsywz-sl5vm-m6tct-7fhwt-6gdrw-4uzsg-ibknl-44d6d-a2oyt-c2cxu-7ae,1,62,63,false,0,,,0,false,0,,,0,false,0,,,0,true,1,62,63,299,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
4ccee68e95b8de993cf27d05ac68e1989222e8420f7aca168586012b75ba93c4,,1,378,379,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
4743240db87fee6fe5fe0a4e26ae7b434d3e469304b4e3dfea1abc9a6a6c25de,nobpo-26a4v-ugr4a-kczre-bsxba-e3qxj-m2kv5-rpqkj-fciva-xcaaf-iae,1,214,215,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
ba8aebd7f1f41769d887d295f3893c80abdff3437e090e5e8da94b9fcffb26fd,z3rkp-pplsq-2dnls-apjud-owbvq-y4ma7-apbft-ftyi3-6mviw-skhsh-4qe,1,20,21,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
aff3e13f321dc87c2cb978a79e2ce7d5c888252c1f36d8cd36d34534fa4441c0,u3rvs-xjuvm-agnop-3xicy-qxzeo-q4oit-gl5rz-sz6wk-wz3cb-ij524-3qe,1,39,40,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
c4dbce5958aa6474675e913f536559fb69572e2c0de2c40aa7d59af1b24ca0ec,drmbz-exoqo-fswvp-se7e2-uer4b-3i6lu-btigk-imofl-fstty-mzdvw-pae,1,35,36,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
13812cf978789b3c45cb790a8a1cd8064ab2c083ccc854bd7d68b1c5f47c7dcc,jmzfm-z32oc-cnx6p-ym7yl-odeeg-ygw6e-fn65p-3afcn-7hsk7-2aejf-qqe,1,249,250,false,0,,,0,false,0,,,0,true,1,249,250,19,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
d51727980b5d419e8c68e0eb3a2c2a21cd2724955acba690d23927d99f174b82,4ddgh-kpprp-qq7ra-36m77-caxhr-cbehp-qpyrf-7acli-bmayj-sgbbj-2ae,1,166,167,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
f90c151775010bcdb3d7bebe9bfb9b832741b0f9a7bae705144bac6cf583deea,2ksvr-b3rr7-viztw-aico4-raxnt-v7dsg-wqodq-kwxrz-pf3kq-syswn-vae,1,353,354,false,0,,,0,true,2,195;249,196;250,37,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
1fa69ac8d0325cca23a21947f3dd5bf810899937f06dfa78a7997d7c2adb63c5,5kc5e-oj3un-fuych-cd237-lykts-v2hyx-pjsgy-7di6p-v5t66-ply7c-wqe,1,276,277,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
a415b0494801629b1671caae90f265fbb00ce4f8e63cfb2e37fa650a1b2c7ace,36k6p-f2waz-4ao7g-mklrl-4vqzt-5m3aa-cvba7-oloq5-e2rh3-shr5k-cqe,1,265,266,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
4f8ffb0bd089d38c835ae3c4f9d06f25dc48e37252e9de63aab929708c023e3c,jhfdb-7ymwx-uscuc-oyofx-7onrj-zodzn-na2q7-rzfov-tscdx-nhobg-4qe,1,42,43,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
1c04cfb200f0e84f8a7e40205dc9040fb134f274c6f7e93f8faa0814b051209b,fcvna-4grha-266yl-6irm2-4lg7y-j7djd-7wm6s-gidmh-nwym6-uvv35-jqe,1,186,187,false,0,,,0,false,0,,,0,true,1,186,187,20,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
2e533933911598848e8b246d405ec35c0e261215d51057aded8c7fcc8feb5de6,da75w-jugs2-msyl4-axbqa-ikp2t-ynw5z-2fa5s-4aanh-vc7pq-wsx3p-4qe,1,50,51,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
77d9bd969cf410ea37060072082cb27f72040387b4d73893523e256d77d9d8b4,itsjd-xk2xq-vkptc-q6fzu-sxbut-vjrc4-d3vvp-fywzx-ukxdj-5gbrm-gae,1,10,11,false,0,,,0,false,0,,,0,false,0,,,0,true,1,10,11,40,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
3d22df83302300e82e8a0fb95a775528facaa55944f9b0f18b40c1a1afce3f1e,6psiz-lgner-ujl2e-6mudg-fwihf-pirjj-ri4it-lu4de-eks4v-q4nuc-nae,1,291,292,false,0,,,0,false,0,,,0,true,1,291,292,45,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
65cba732a9daf594b07cbecfb82aca329628e071de78fe9ee75ba31749aa78fe,rhspw-svepc-zr2mg-2hcnl-yxaqq-5bmbc-gv4o2-l72sh-uqvnt-fq55b-lqe,1,90,91,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
07393d0fe7547f9dfdda2c879c1490dd81675a3d160f9c4940efecbdcb6c11db,6waub-jkdtz-im6uc-ojink-oojjl-66qqf-jrmgq-tpcpu-ugs2c-u27g5-4ae,1,336,337,false,0,,,0,true,1,349,350,54,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
1df84d8b4b4654807e23e618fffa12f0c85098fc97f095d6dc4b7d5bdb3d4941,l4iot-zp5qb-6de2s-6utvq-qu3tw-dpebf-avtpo-qc3qz-ucwuo-ug2yw-bae,1,6,7,false,0,,,0,false,0,,,0,false,0,,,0,true,1,6,7,59.9,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
7085f7970aa793cf5eb3a7d41698dd213749130341c3faf96439aa9b8d3e15f9,vlhdg-ae2mz-y2fkh-koagf-pkx5j-yb6yt-sork7-3tme3-uau55-hnlmv-nqe,1,284,285,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
6e1db2c9d0bb87b9481c4d4df45127f308aea0f295f97835d1d30cde1aa7aa91,ccnoa-2mp2s-e3g2f-ql57u-stzbh-sboxb-e2d5d-7ofgn-iqp2o-76c6c-pqe,1,182,183,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
3c1c4335b26c33cafdca346322a110a65dded91d4a11a00ffc3c277385c28a6c,mnpem-usthx-igzcy-pzal3-jnaor-rxfpm-7jdcs-qtfah-qgdxn-o75p7-dae,1,69,70,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
eb4bee9b2782bfedddcb3b9a929882dce4bcb19c21a4cb84fbabd5d613344f57,mzm3g-natdl-p7nzb-gluhy-w7je5-i5rz4-cgkgk-bg7i2-z2kum-4mzny-uae,1,223,224,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
9813f568ecf168015e5ba23f84c55f5474454c45b725778d34b56d4ee8841157,4ikvl-tbhag-uskwl-fgbgr-wujne-snrcl-4onrd-ytjyc-2xe6s-2egat-mqe,1,201,202,false,0,,,0,false,0,,,0,false,0,,,0,true,1,201,202,60,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
f4cadb58918c7141e499e260f13957de1924631f700f4b7a54032afccda082f7,ifl6u-xiuqk-e7qgj-gsijj-frsky-fv6lm-fxpkk-q76o3-ahjte-jdd3b-sae,1,96,97,false,0,,,0,false,0,,,0,true,1,96,97,19.39999999,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
3339242059519596266b19d586a1c786dfead69b72af44befe8f4e60f333c974,6tyot-2m6qr-z7xm7-gkmew-xmldo-wnmnt-7yry3-alxje-uxxc7-c3bhd-nqe,1,40,41,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
9ee5fd3d86c09f6d062997e16dc9a45ea4734056f5b6da2380690eec61bd2891,4zugv-vwljs-xqquc-w26gv-gurl5-z62l4-rejrx-wcorl-v4vfa-dapo6-7qe,1,190,191,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
076a6d338b8286f92319a1491a887ac93dbfb1a828d527c8c9b895575be69b78,r4zq5-wjy5j-qb4bp-jl5w5-e5toa-bh32v-wyylb-jtjzh-xt7k2-xxyab-gae,1,34,35,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
365380ee947384f5013584782e99a0510b1bd279d7e7ffe222f9a8a4e2adf0ac,kkhkv-uz7or-ljk6g-wd3bo-lddy2-ojlo5-px2co-smoxj-vxtbt-hcvy7-yae,1,416,417,false,0,,,0,true,1,225,226,20,true,1,416,417,77.7,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
ff021988dc4d4fc4b8c33c9143b781824453efb21c709854539d62e918e230f7,thlnc-agwop-l2tte-p2lb2-ptg2k-wubou-6ioli-yuj67-tuaj6-t4jgz-oqe,1,392,393,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
8958a46aa3598fcab43b5051d852788a0ed8847efa816453e1916c5f9805447c,5me3z-dlhtv-g6q2l-u4lpz-om7mc-wp3nd-uvlzc-ajqmx-aoeqa-wnvbi-sqe,1,408,409,false,0,,,0,false,0,,,0,true,1,408,409,80,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
91a1ce2949fdb9f7944fa6e6da6b3fb914ecfdf9d4e24ba34911e4d042c6a076,5t7kf-qvat7-a2rzk-xdacb-h3t5b-q7fm4-ofaon-36yup-veoi5-do6lh-yae,1,123,124,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
a9a4abc639d57d6054cd6f382777365ff72248091a27ed5d06e838f8f2627109,eo6n6-bvk7o-hoc6y-d3g72-s3s6p-ircsv-a5aw3-ji7sp-pvo7y-mcvug-7qe,1,54,55,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
4b13222cca9dbcc157400ea4b62a41c164e3f404250d32cd32b08e0c768d38aa,thxv5-6gyn2-yxjzd-wdes3-246hd-msl2l-u2bkd-atoao-dpmgq-a5xzo-bae,1,362,363,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
9deb2dd30da78dbb0f695a5d6bd4e2d65be806292839df8ac0b171d4e0e79000,aurj3-baefi-z2upg-gmqn3-itr6l-foxnc-f3rc3-dvdci-5qnab-a5xo2-hae,1,270,271,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
b3ba2955f76216393d117d1d252407847d75cb5e23ea9eff321b21874d6b4773,u7lvv-n3wuf-xgxc2-dxfki-vtgxv-uwgo6-javbn-zmbfs-wavlb-3xny2-wqe,1,163,164,false,0,,,0,false,0,,,0,true,1,163,164,15.8,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
436b3f668cab2b3aeb85b67c27e080d14fd8be541c87af8bd9bb9b71aa1d29d5,4prbs-dj4nf-bx352-gxywt-dhkxg-zrokw-z5ini-nxxau-nd5tw-72mxi-hqe,1,121,122,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
c950ce84f076c4273074dc358fda0c02c61c3948bdcbdff23a4aca152b2eef3d,ut5ul-eij6p-oxjq7-je3gj-ctqwd-nlvs3-vqdwd-au3hu-6pqeg-gfkxz-uae,1,29,30,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
285febe4e1995fc57e653f8025cffd8199e11701628d655488b7e9b7d340bd1e,yf2au-6mmmx-un4n4-565co-l7s2s-ztena-phahp-vtwlo-ggw5l-ppsqs-nae,1,264,265,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
93232290515fe91b5a90c38f4e4f328fc1bfc6c60c8c5b524f539eb17362e30b,,1,106,107,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
c267d5994dab538c7ee5e0f45ba9a0d8fe333a79dc43d1060ec7cb03fbf65c07,y3ble-rmmo3-7wykb-nssyn-uifqs-i7ubu-2tuzo-oqcnv-dblbi-gr7hq-2qe,1,88,89,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
9bb7a75f54ee900812fc6a154031aa99e392b373522c601ad157c98819f26ed1,ncr3i-zmiei-ncsbg-fwp63-qp4mb-cdlcy-smbe3-c7cqx-2v5gk-v46n2-eae,1,236,237,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
76cfa28092416396fd7750eba8cd8f5a466c27ecae0a241050fa50a53f83016d,bd7t4-kdq4g-b7ndv-droxn-77pf6-4i76v-xvhls-zqmz2-zawky-shroo-hae,1,373,374,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
65c5f34a3a20d4934272ac64fc48f7791224224c7c0b9166f41b943be8697ad9,4bqww-un3ev-nr7zy-soqhh-mu6jj-5ps2q-mqhqw-d7bhe-o3s2a-z3ykr-7ae,1,279,280,false,0,,,0,true,1,87,88,25,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
efd7b06d82dfdfde122d3e02a4d7e6f23ecbc94a44ad4f9225cc571066685331,qxe6k-kdtmf-lcxug-uc7md-3sasq-aq3oi-osj2l-lkeh5-csq2t-ea2kr-xae,1,248,249,false,0,,,0,false,0,,,0,false,0,,,0,true,1,248,249,34,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
6644e3a255d8a7d8c29f11374a72543c1543568d8988c2a3f5af5e2afb39fb9a,ix7yp-jpr3u-zjzf6-ey5ue-o2lrf-vg5gy-2w3yv-3vdak-qa75h-4kj2w-pqe,1,55,56,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
88904ec05db09ce574c627c2e2f67b7614774da311283e18fff016e959bdd456,kjhtp-zyaux-fdkcf-c7uv2-rpnvh-roic5-xk3hr-jdarc-a6jqp-rpgki-6qe,1,151,152,false,0,,,0,false,0,,,0,false,0,,,0,true,1,151,152,150,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
f73c0af4442c180820b7cd15c310072774a7371ea0d04fb31be73c9784181dba,bpa5h-4xgn5-pgpsi-uips2-samef-w2vo5-zv7aj-tkbkc-6ji36-4w5as-dae,1,48,49,false,0,,,0,false,0,,,0,false,0,,,0,true,1,48,49,40,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
59c9fe7e4312b93a7878bed81e46b86f25d52c6fe30e57a67b867ada3911f402,s6bzd-46mcd-mlbx5-cq2jv-m2mhx-nhj6y-erh6g-y73vq-fnfe6-zax3q-mqe,1,66,67,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
453b3c272e23430fef62425fae717fe9848a30f287a27892c31088c25905f148,gjukd-cfqig-t4kqc-czz4r-jh6af-v5qs3-pdpi5-3uqwb-djwos-pr4c4-aqe,1,185,186,false,0,,,0,false,0,,,0,false,0,,,0,true,1,185,186,44,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
